"","logFC","logCPM","PValue","FDR"
"YLR442C",0.971205146146969,6.13135475439837,1.62179121355345e-15,1.06623762339953e-14
"YNL259C",1.52950910823876,4.92255252853687,1.71428266725687e-15,1.12579473275903e-14
"YPL123C",1.06306225504436,5.76195719727876,1.74308941943354e-15,1.14344346948872e-14
"YOR194C",0.877210973640093,6.90130834428311,1.74633279988084e-15,1.14430245591306e-14
"YER138W-A",1.10850917543577,5.80653885197806,1.81603023502657e-15,1.18865607308099e-14
"YBL015W",0.640772505077221,7.29013116689263,1.85364972273439e-15,1.21193871927286e-14
"YPL184C",0.581507385599521,7.34307390277352,1.86046336388388e-15,1.21505096292505e-14
"YPL116W",0.847046788612074,6.34643742094072,1.8739618080923e-15,1.22251731185029e-14
"YMR275C",0.664127170005012,6.92532748502083,2.27025216369947e-15,1.47941432297464e-14
"YOR288C",1.43852190442274,5.12026106765972,2.30071923082422e-15,1.49761888765532e-14
"YJL156C",1.01646212107311,5.7946415055896,2.41227611777865e-15,1.56850964713146e-14
"YGL049C",0.555420028596701,7.59299739099893,2.42267714855054e-15,1.57354343446471e-14
"YAR007C",0.84897917055187,6.68941459175331,2.43564745032487e-15,1.58023311004082e-14
"YJR052W",0.983726763455853,6.05184691663247,2.44953628189859e-15,1.58750341511435e-14
"YJL031C",0.98712883334566,5.90702729578668,2.49590737935631e-15,1.61578599164675e-14
"YJR123W",-0.125498007615047,11.6173555368646,2.72054007606381e-15,1.75928258252127e-14
"YGR047C",1.12448624510846,5.52514974247502,2.76613491284491e-15,1.78681444097198e-14
"YPR204W",0.375353323356603,9.61430499766357,2.7947975923744e-15,1.80336067111006e-14
"YOR247W",-0.243848046587898,9.60011580053096,2.88279824667374e-15,1.85811734483317e-14
"YNL067W",-0.358516528609185,8.55758369637646,2.99083677605016e-15,1.92565627898681e-14
"YLL029W",0.487783189959111,7.74236946925319,3.15862904725891e-15,2.03147913832945e-14
"YDR006C",0.705789564573452,6.84393513102485,3.27687874155181e-15,2.10524337825864e-14
"YDR508C",0.426428359535069,8.07151694834853,3.5068912844346e-15,2.2505722049891e-14
"YDR298C",0.698436412472624,7.0851204875208,3.69536062043729e-15,2.36895436523591e-14
"YGR110W",1.91595837826949,4.52944704340544,3.71559627593755e-15,2.37934882735092e-14
"YNL135C",0.315813790060414,9.1538164097275,3.84240424745214e-15,2.45789253320803e-14
"YGL160W",0.964870193577198,6.08220425294424,3.869527307039e-15,2.47256944662525e-14
"YDR076W",1.53330806936848,4.85479795755045,3.92028751334582e-15,2.50230218084867e-14
"YGR023W",0.78523134597103,6.81312110722868,4.09385976828672e-15,2.61027675096471e-14
"YMR243C",0.489167493078733,7.81733402566088,4.12929778124535e-15,2.63003821007845e-14
"YDL197C",0.950179585970397,6.35603851262564,4.36214869257502e-15,2.77535847462004e-14
"YOR154W",1.40331518107539,5.13346747004756,4.37892455255567e-15,2.78303937459419e-14
"YKR013W",0.386336067753581,8.45149380265283,4.55848666889989e-15,2.89405210513741e-14
"YIL143C",0.74794253151975,6.55096091746351,4.67181050216106e-15,2.96281915769421e-14
"YOL088C",0.890223033860286,6.17038292345446,4.83307931335581e-15,3.06181266564522e-14
"YNR015W",1.01520897882323,6.22524269178898,4.95576882217237e-15,3.13618011987101e-14
"YML042W",1.1794897922137,5.38772466225721,5.0274765256806e-15,3.17816010709958e-14
"YMR091C",0.742747374871747,6.77085927194055,5.16441845355802e-15,3.26124482280713e-14
"YIL040W",0.999999204354775,5.80086945624077,5.23467712897949e-15,3.30208790748099e-14
"YHR163W",-0.62726724121071,6.89443584205906,5.57387711668164e-15,3.51231425978757e-14
"YNL284C",0.956859073088277,5.92707556203292,5.64875490964745e-15,3.55571093621106e-14
"YML101C",1.09591634731922,5.82743505470503,5.67594047304629e-15,3.56902654399734e-14
"YEL061C",1.13999870905553,5.47523378530426,5.70441998122417e-15,3.58312664850355e-14
"YOR270C",0.299785552510151,9.06067632292259,5.76199244365336e-15,3.6154516743475e-14
"YDR123C",1.63366124852172,4.80872973583069,5.97455469578134e-15,3.74485594649769e-14
"YDR326C",0.838268828654515,6.63105701917362,6.13165934070886e-15,3.83926225597612e-14
"YER059W",0.79305400537528,6.46770567768981,6.18398744208781e-15,3.86793379437987e-14
"YDR023W",0.347654615455927,8.71605092087232,6.21378690834257e-15,3.88246854663812e-14
"YJR078W",2.2838760198279,4.16165161505669,6.22865735554433e-15,3.88765459628225e-14
"YBR115C",-0.557016544993081,7.19770288634794,6.54426844440869e-15,4.08034103114502e-14
"YER065C",0.732569486782812,6.86436745972653,6.77084796587541e-15,4.21716920148261e-14
"YDL212W",0.565323362254956,7.62064799648827,6.89719096731509e-15,4.29134373854926e-14
"YIL124W",0.476659875797957,7.87502891803996,7.03841570915987e-15,4.37461194864485e-14
"YJR058C",0.943895552392785,6.3016587230958,7.29602458450609e-15,4.52996615598348e-14
"YLR459W",0.984828943227051,5.92270239163958,7.40454280228252e-15,4.59252408397334e-14
"YLR092W",0.998566015209577,6.29633537482685,7.53276186381817e-15,4.6671572720641e-14
"YMR253C",1.08468546394059,5.64375000470899,7.5467527865859e-15,4.6709347529528e-14
"YIL035C",0.811928779668463,6.58719656301376,7.5942384800837e-15,4.69541369766513e-14
"YJR127C",0.546691525189707,7.65512604382248,7.6728705935116e-15,4.73907884152486e-14
"YBR283C",0.364322085151973,8.49665920092206,7.95711988435625e-15,4.90951807671907e-14
"YDR458C",0.958754785591964,6.0244520064199,8.06186505522424e-15,4.96896411789186e-14
"YHL025W",0.47228586905324,7.84269084725754,8.4851240421359e-15,5.22439947526724e-14
"YDR410C",1.17562649468034,5.43760778717559,8.75456891685971e-15,5.38469691071299e-14
"YKR030W",1.00369720085828,5.74725978096438,8.96189380741375e-15,5.50649279942546e-14
"YGL009C",0.393757902056785,8.6916388558143,9.14787101144093e-15,5.61493286044564e-14
"YNL298W",0.872894595353286,6.27462027595328,9.26955733790475e-15,5.68372754076501e-14
"YGL228W",0.474709457370431,7.75713223604524,9.3561495550695e-15,5.73088373885572e-14
"YPL074W",1.07411216968756,5.96453113256624,9.69646340429904e-15,5.93319275731514e-14
"YGL207W",0.46967892665387,7.83448668055574,1.00533683646795e-14,6.14522527002153e-14
"YFR041C",0.932560002925487,6.20244849454217,1.01127112765127e-14,6.17511998174672e-14
"YFL008W",1.04122707147341,6.17189703045264,1.02113615853965e-14,6.22893056709187e-14
"YLR126C",1.15315528304833,5.42103174731562,1.02246702813679e-14,6.23062554632894e-14
"YBR073W",0.776366219067663,6.8532952014696,1.05122112013049e-14,6.39925449363388e-14
"YMR311C",0.454908532847179,7.96950766053483,1.07550365290261e-14,6.54034441338618e-14
"YHR176W",1.29834064597296,5.14059833580509,1.1354910741329e-14,6.89804998526118e-14
"YML052W",0.558799096620448,7.40932915198985,1.19041361574711e-14,7.22428447628272e-14
"YMR033W",0.878649143935822,6.51114864505808,1.24643281771775e-14,7.55649895741385e-14
"YOR195W",1.3212697336252,5.44275156440734,1.24932650740547e-14,7.56628960523867e-14
"YGR229C",0.554447189928159,7.58019022741494,1.28558930422527e-14,7.777946741412e-14
"YAL016W",0.482528707346818,7.75816411718215,1.29145671709878e-14,7.80546414205666e-14
"YEL077C",0.75475902923929,6.94300891003685,1.32727797787382e-14,8.01377938273404e-14
"YGL167C",0.4517019354091,8.00579279861002,1.47326794049821e-14,8.88616351062987e-14
"YML004C",0.598093882096921,7.63815224712101,1.48813606056629e-14,8.96670170098852e-14
"YGR050C",1.98497646772111,4.50341106008203,1.58581076945523e-14,9.54551609650723e-14
"YBL078C",1.00586968256038,5.8509984754754,1.66457591349285e-14,1.00094468294077e-13
"YBR279W",0.715019804924607,6.80265169935074,1.82807485380717e-14,1.09814405177432e-13
"YER029C",1.06392438099761,6.14804566277814,1.84877582451238e-14,1.10945299732655e-13
"YDR226W",0.281663554532785,9.23061642609524,1.87977680274902e-14,1.12691381376555e-13
"YNL336W",1.00144005676102,6.10072374014875,1.94922877154167e-14,1.16736706894859e-13
"YOR011W",0.972583299616438,5.8266542133935,2.05787884547737e-14,1.23119000290087e-13
"YPL014W",1.02453799876497,5.94243731824374,2.09024811430504e-14,1.2492927366003e-13
"YDR359C",0.828766750587447,6.44510375310864,2.14758340150794e-14,1.28226548806483e-13
"YBL052C",1.05353589947491,6.20646986309557,2.15657926139108e-14,1.28633865823095e-13
"YMR201C",1.28845710576175,5.44494030575416,2.18188847940331e-14,1.30012428324566e-13
"YFL009W",0.730170483972164,6.68548089933968,2.19139575301931e-14,1.30447572138987e-13
"YMR304W",0.624425372017699,7.10256939961297,2.37333455719035e-14,1.41135885174827e-13
"YJL013C",1.0508900447382,5.72259573821999,2.47464716700392e-14,1.47012924569902e-13
"YOL145C",0.830043033047318,7.0896127570161,2.57694098985256e-14,1.52936407592353e-13
"YBR039W",0.485241045418545,7.6692193494759,2.58488060405772e-14,1.53253893128352e-13
"YNL212W",0.753069869889112,6.66066225686561,2.70423254107218e-14,1.60169609064305e-13
"YKL188C",1.12116010118043,5.44845115362792,2.72911212124438e-14,1.6148156421403e-13
"YFR013W",0.73596042307039,6.65433637042961,2.74778576048056e-14,1.62424059388247e-13
"YBR035C",0.569535197335342,7.21186787846374,2.75099948307074e-14,1.62451735941413e-13
"YDL225W",0.774311650669363,6.52526703772672,2.76255683323258e-14,1.62971573103062e-13
"YJL146W",0.95568375687386,5.81414211938849,2.8973905197141e-14,1.70755574752474e-13
"YHR063C",0.787077914734844,6.79449288545758,3.08659600359144e-14,1.81725259236324e-13
"YHR132C",0.436509166067472,7.97229692906021,3.13277087320708e-14,1.84260489629883e-13
"YDL240W",1.05682821168027,5.6765870446768,3.17718904785604e-14,1.86687463715632e-13
"YDL084W",0.30851529304272,8.91626980602351,3.20552562583447e-14,1.88165626270462e-13
"YML069W",0.533655508896259,7.95707473545902,3.24865904614419e-14,1.90508578553371e-13
"YEL058W",0.366232515528062,8.45472559232692,3.29316304731224e-14,1.92927185652936e-13
"YKL142W",0.568492192815806,7.45481744982945,3.34985065286012e-14,1.9605406837758e-13
"YNL076W",0.710964091414653,6.69729050758151,3.47838194062867e-14,2.03375355165018e-13
"YMR070W",0.737754728616197,6.98476585199397,3.52091816218573e-14,2.05659158594797e-13
"YDL125C",0.407590441094374,8.2490946669142,3.66909255399323e-14,2.14102767672366e-13
"YER190W",-3.412678234663,3.13417069334117,3.72761947787715e-14,2.17303689168464e-13
"YDR329C",0.671139787545822,6.9126749379674,4.17205856137971e-14,2.42973134918147e-13
"YBR130C",1.00418017200811,6.17495793535759,4.22039961230006e-14,2.45546750304616e-13
"YAL054C",1.31822841205484,5.80877122068637,4.2433245814155e-14,2.46638030925693e-13
"YPL240C",-0.637465299087459,7.11121175558881,4.37754632890308e-14,2.54189809893224e-13
"YPL009C",0.606871472133773,7.31758979755299,4.40575143505321e-14,2.55576776874606e-13
"YPR027C",0.990770193824244,5.7468579846367,4.42536849602919e-14,2.56463324103866e-13
"YER158C",1.01076627586783,5.64188218939317,4.56201696164211e-14,2.64123819589397e-13
"YNL010W",0.470412871738543,7.69171539512229,4.65324651353427e-14,2.6914232278184e-13
"YPL105C",0.574952186674559,7.56933061028267,4.80122194937004e-14,2.77429983148657e-13
"YKL016C",0.600151354158832,7.08358442839951,4.86143939355146e-14,2.80635481869697e-13
"YDR227W",1.05306715724785,5.59822762727949,4.87525594745867e-14,2.81158766482582e-13
"YNL039W",0.801206673303288,6.57978540116624,4.89087948078749e-14,2.81785140095614e-13
"YHR073W",0.558672047165686,7.53589052016067,4.93169104703438e-14,2.83860077094382e-13
"YDR025W",-0.184962591322178,10.3692267755333,5.016690029451e-14,2.8847186495881e-13
"YDR128W",0.728038110481182,6.67867267560378,5.05440626436158e-14,2.90221370640782e-13
"YHR110W",0.723293669904876,6.71016684486674,5.05692467687419e-14,2.90221370640782e-13
"YJL200C",-0.851893776633865,5.84650213217545,5.18734225415562e-14,2.97417675560454e-13
"YAR008W",1.34490876442599,5.08597871390477,5.39789732079725e-14,3.09190304425531e-13
"YJL101C",-0.590708334996464,6.89589805507089,5.71199089530556e-14,3.26865088273917e-13
"YBR286W",-0.210900796120808,10.1490195435352,5.73584794604534e-14,3.27913162287442e-13
"YKL041W",0.941340362584773,6.08716226487838,5.79429406697899e-14,3.30934729674852e-13
"YCR079W",0.915938374580938,6.78983292150018,5.886343379504e-14,3.3586782812464e-13
"YBR210W",1.28670143616241,5.07904665830761,6.06782836736076e-14,3.45889599707838e-13
"YBR189W",-0.17922245988076,10.3727684444861,6.07550057790678e-14,3.45993618089263e-13
"YMR004W",0.811829718344393,6.43403356522147,6.08616251036607e-14,3.46267534363808e-13
"YOR112W",0.969157297442348,5.91944377741482,6.10807106304107e-14,3.47180177521748e-13
"YNL271C",0.499284386614904,7.5626656410452,6.21251446242971e-14,3.52777812612251e-13
"YNL221C",-0.819310779908242,6.1990273133305,6.37965043824129e-14,3.61921300508856e-13
"YPL224C",0.678042662319904,7.18168118356011,6.39578913436939e-14,3.62489313295629e-13
"YDR057W",0.881295603799167,6.15566800189595,6.73744590725849e-14,3.81487726633956e-13
"YKL007W",0.575880553702854,7.39541019490841,7.00592290538079e-14,3.96310189590231e-13
"YLR154C-G",-0.394422017739735,8.04747380025871,7.12857065318535e-14,4.02862966140379e-13
"YMR244W",2.44213108680728,3.86053119259513,7.13725798546152e-14,4.02969041030304e-13
"YOR075W",1.3906931252794,5.22835547055765,7.19401659523138e-14,4.05786427016054e-13
"YJL036W",0.833811189573826,6.52843344092425,7.54191331662637e-14,4.25004772328364e-13
"YDL142C",1.15030653192512,5.32405987464659,7.75095378167708e-14,4.36369110620202e-13
"YOR367W",1.16420719533704,5.37576844469078,8.2265944483283e-14,4.62706837934967e-13
"YBR237W",0.969709139943343,5.95352210105545,8.44123652795444e-14,4.74328552097877e-13
"YDR004W",1.13711190549534,5.58307740069687,9.0529177237962e-14,5.08217402008559e-13
"YDL056W",0.911145446222933,6.06449226072832,9.28710493890617e-14,5.2087014145505e-13
"YDL067C",1.088846421447,5.8028227223657,9.84517262175839e-14,5.51646651543034e-13
"YLR450W",0.475462825430665,7.69333073185532,9.92966422794514e-14,5.55854524472577e-13
"YJL181W",1.1003191003319,5.40734194058082,9.9581396074284e-14,5.56921664056275e-13
"YLR324W",0.630829163387797,6.9958399065387,1.07893141462192e-13,6.02500227689443e-13
"YAL011W",1.00579857149432,5.6791947905416,1.07934805028023e-13,6.02500227689443e-13
"YGR157W",-0.639195408402718,7.07216964650148,1.09418998296579e-13,6.10209437248688e-13
"YKR069W",0.895690231222113,6.15359590673635,1.1172196933546e-13,6.22466000525344e-13
"YBL011W",0.501463680185755,7.56184661453455,1.12677161922214e-13,6.27197334989405e-13
"YPR022C",0.822699875416036,6.20644357133607,1.14912110543434e-13,6.3903661474201e-13
"YPL078C",0.669511949062383,7.65758535773545,1.17102762270437e-13,6.50607553384202e-13
"YOL120C",0.179215854537197,10.8344050875969,1.28316774892563e-13,7.12242361200089e-13
"YDL030W",1.1352449292068,5.36728183447722,1.28538572782044e-13,7.12804812700423e-13
"YGR124W",-0.245845127893381,9.82061205361253,1.34235160890933e-13,7.43697984074582e-13
"YFR010W",0.635742486929223,7.50965924046902,1.44984631540499e-13,8.02024895628921e-13
"YMR042W",1.13574797200578,5.51993384377814,1.45034077796678e-13,8.02024895628921e-13
"YJL166W",0.86486040859736,6.09639271713499,1.4651429144822e-13,8.09453839868458e-13
"YER048C",0.514088971964652,7.59965391551739,1.48441855292276e-13,8.19338113586194e-13
"YHR190W",0.298592831728837,9.09468305191514,1.52151856501836e-13,8.39033117354489e-13
"YFR003C",0.811835327079807,6.39334828507468,1.58745104058531e-13,8.74576145916508e-13
"YPR102C",0.232799403007175,9.82487880244521,1.6130895477528e-13,8.87874498051474e-13
"YML053C",0.970140083935809,6.01873154724619,1.65542848394699e-13,9.10331815939993e-13
"YOL100W",0.740346932887947,6.42485550658933,1.68842935168028e-13,9.27617128495099e-13
"YJR051W",0.667380227334659,6.86175272486236,1.7638777534692e-13,9.68169264125907e-13
"YLR430W",0.576620198608288,7.32219788090957,1.90514747549003e-13,1.0447412059754e-12
"YPR179C",1.32564436691466,5.33593208979987,1.98696375196627e-13,1.08859856670226e-12
"YPR115W",0.505036060250126,7.54957198429569,2.03131418948967e-13,1.11186735052825e-12
"YDR147W",1.11743025012471,5.36754077226866,2.04913507562864e-13,1.12058523498102e-12
"YOR114W",2.0824094805203,4.22065775969085,2.19619526609853e-13,1.19989726588227e-12
"YDR485C",0.894767739661407,6.25121356724943,2.23677927506683e-13,1.22094307846591e-12
"YGR279C",-0.28942140829122,8.94201167264667,2.24672976399255e-13,1.22524424087963e-12
"YOR087W",0.719572229051064,6.60101518907576,2.24913530746091e-13,1.22542666797847e-12
"YGL010W",1.34989407628436,5.18013166723301,2.26449984726235e-13,1.23266288833959e-12
"YLR367W",0.374460252157355,8.32797710669004,2.33439265537178e-13,1.26935568323516e-12
"YMR181C",0.802376474822285,6.37761269327464,2.33619797032803e-13,1.26935568323516e-12
"YNL155W",0.841315947832476,6.80810662141664,2.37796321279561e-13,1.29086314955152e-12
"YOR017W",1.21678537221988,5.3609957025666,2.3914891324395e-13,1.2970156917181e-12
"YBR071W",0.868247281401679,6.18044776198292,2.47068125002243e-13,1.33873818281893e-12
"YPR011C",0.813005330678951,6.16059998602832,2.52059520624046e-13,1.36453447715689e-12
"YCL056C",1.3817253300996,5.07879618742031,2.54059445714828e-13,1.37410396736256e-12
"YBR004C",0.960779627657281,5.94675739676385,2.57777334231923e-13,1.39293925721487e-12
"YLR455W",1.29329614416575,5.02877273715508,2.60131919337551e-13,1.40438007912435e-12
"YDR132C",1.26367814463971,5.06159410185498,2.8052626868816e-13,1.51310294606002e-12
"YIL118W",0.747025922308521,6.89108390846155,2.87425091414499e-13,1.54890188151147e-12
"YPL139C",0.896246335462186,6.11278441879776,2.88841776129139e-13,1.55511991752149e-12
"YGL178W",0.958004791682858,6.04119655611994,2.89781611375021e-13,1.55876163136909e-12
"YPL042C",0.925891165616484,5.88805234761596,2.99735140280528e-13,1.61083816988182e-12
"YHR045W",0.783346306417261,6.39659798200925,3.08700918195126e-13,1.65751663608036e-12
"YPR127W",0.718003332955559,6.48556156406623,3.1514484999649e-13,1.69058211915615e-12
"YNL277W",0.821867880988774,6.19319308441527,3.17489729410382e-13,1.70161841387793e-12
"YLR342W",0.197001896491058,10.0699837607941,3.26910260310422e-13,1.75052308620522e-12
"YBR302C",0.779947004721167,6.55100064534167,3.27255842185212e-13,1.75078916655506e-12
"YDL169C",1.13974953246483,5.356431493292,3.28148542541778e-13,1.75397915647669e-12
"YML132W",0.779944337752552,6.55100064534167,3.30724201930985e-13,1.76615081482458e-12
"YBR165W",1.15429168123239,5.2695285720952,3.40082301751382e-13,1.8144878083525e-12
"YGL148W",-0.269518170092664,9.10317820423401,3.4086380544762e-13,1.81701904219241e-12
"YCL051W",0.585209700971763,7.35862165691829,3.6928985245823e-13,1.9667759288887e-12
"YNL227C",1.15564830749948,5.75873494972622,3.85460918808421e-13,2.05105418758042e-12
"YOR256C",0.734082987394269,6.70816420732282,3.87093328123794e-13,2.0578896877884e-12
"YLR261C",1.57350848147569,5.02422046536979,3.93126943368817e-13,2.08808987783958e-12
"YER142C",1.03784082352058,5.76029614263003,4.00083226635479e-13,2.1231322439481e-12
"YGR106C",0.407718366621934,8.00404089882754,4.0704077594754e-13,2.15811852265376e-12
"YBR255C-A",1.25706357453979,5.12687247744965,4.10508124507764e-13,2.17455378040505e-12
"YKR072C",-0.48091736576079,7.47763986542697,4.23366164736548e-13,2.24065974664236e-12
"YIR028W",1.77430595864468,4.37787991507978,4.27101831588502e-13,2.25841066801534e-12
"YPL226W",-0.373265412669621,8.12213748518826,4.29178864843645e-13,2.26736727078558e-12
"YDL128W",0.501376045171551,7.50176437277293,4.41794916237005e-13,2.33193623494591e-12
"YOR097C",1.09135876594414,5.38764487439601,4.44649692405786e-13,2.3449128609314e-12
"YDL115C",0.912137096407154,6.03537934509162,4.46220783886165e-13,2.35110274109924e-12
"YGL244W",0.545723334198744,7.33352185889107,4.56165917974322e-13,2.40136453438973e-12
"YIL024C",1.53491172636787,4.70345398747252,4.66945884839537e-13,2.45592782275159e-12
"YDR383C",1.38384601375725,5.09620670254417,4.68130078672421e-13,2.45996951643403e-12
"YGR211W",-0.789769344027691,5.93133512766161,4.80605405033982e-13,2.52328498809767e-12
"YDR068W",0.692726220370039,6.52652302713955,5.15960460873383e-13,2.7065053608048e-12
"YKR095W-A",1.47567387774023,4.73545802784088,5.18925375146088e-13,2.71964698382587e-12
"YHR002W",1.39510280221538,5.21286986136744,5.31276218922796e-13,2.78191273218246e-12
"YJL004C",1.06966931106308,5.4595689211993,5.47759671043317e-13,2.8656887476245e-12
"YDR078C",1.8140393508145,4.41134849099113,5.57205059154767e-13,2.9125285645042e-12
"YIL050W",0.740528520478581,6.47602490864573,5.61754107570101e-13,2.93371496424739e-12
"YNL332W",3.09352980293994,3.46746749105357,5.96001808200929e-13,3.10982601333765e-12
"YIR007W",0.849799824402911,6.19971188654825,6.10238447591355e-13,3.18130475277361e-12
"YPR158C-D",-1.71353799087935,6.95576470774546,6.14943778567179e-13,3.20301262128697e-12
"YPR074C",-0.232240106985494,9.4875747699396,6.19027938227624e-13,3.22144970140092e-12
"YKR046C",0.534008687364481,7.59176923833372,6.20997932602039e-13,3.22886183410041e-12
"YDL083C",-0.218247543019237,9.71441076628702,6.24655592375526e-13,3.24502821781035e-12
"YLR105C",0.856620771282874,5.99553063930863,6.42524922135933e-13,3.33492979322659e-12
"YIL006W",1.1809065947866,5.16764201295741,6.43909656577747e-13,3.33918793862448e-12
"YDL132W",0.462083434331297,7.60739298103493,6.48160785165866e-13,3.35829016272017e-12
"YGR113W",1.04246141404607,5.47550485628935,6.49227474859895e-13,3.3608739884042e-12
"YDR122W",0.407607171639181,7.94140740928805,6.74899489870342e-13,3.49071702933813e-12
"YNL005C",0.768478761003816,6.45589788525982,6.99855057212836e-13,3.61663089391122e-12
"YGR180C",-0.320792126088951,8.83716037176491,7.04631865553795e-13,3.63813852398063e-12
"YGR193C",0.593810653454,7.20297195953779,7.21895242851077e-13,3.72402280030499e-12
"YMR270C",0.922386756762411,5.77144779291542,7.53248819010621e-13,3.87900196874312e-12
"YPR109W",0.918880452506014,5.77748650315586,7.53248819010621e-13,3.87900196874312e-12
"YOR126C",1.1889356103348,5.15747616292016,7.64188769811345e-13,3.93191734867281e-12
"YNL250W",1.05345946310514,5.60978968255995,7.8377875087598e-13,4.02920840046322e-12
"YLL021W",0.587950328518114,7.30086995504054,7.84547767612675e-13,4.02966071264253e-12
"YMR303C",1.14068230939121,5.62956641115764,7.86052425335299e-13,4.0338874247259e-12
"YGR116W",0.440590792858509,7.78147095907151,7.87499863133125e-13,4.03781342301447e-12
"YOR023C",0.671097323387318,6.90829484334825,7.96376821747302e-13,4.07979364006821e-12
"YDR320C-A",1.23599394543083,5.09297076321741,8.31908313987689e-13,4.25813278016017e-12
"YGL162W",-0.913758351107829,5.533273712919,8.43582368595763e-13,4.31415460240374e-12
"YLR207W",0.603708833992815,6.86176624062765,8.48918635618704e-13,4.33769565367519e-12
"YDR276C",0.320823702303432,8.65100938489901,8.73392562479506e-13,4.4588988716059e-12
"YCL055W",1.0845688227556,5.3562907634795,8.75062051617071e-13,4.46357082708466e-12
"YBL086C",0.636685061650337,6.96549178579395,9.11854252521896e-13,4.64723653072529e-12
"YLR274W",0.811233926570309,6.24852442886421,9.28523399988001e-13,4.72811786379432e-12
"YDR293C",0.316651834081221,9.00844984295614,9.5275346144286e-13,4.84732779996337e-12
"YGR109W-B",0.808338691478565,6.5604822356117,9.68820356236843e-13,4.92483681087062e-12
"YDL127W",1.45633524668041,4.86712641845948,9.80972685083055e-13,4.98233079625445e-12
"YOR008C",0.422382654176105,7.87857121698046,9.84340244346445e-13,4.99514684888329e-12
"YJR050W",1.15334711268457,5.19372556028804,9.86415946115018e-13,5.00139087674598e-12
"YLR448W",-0.390677243820532,8.05785108143695,1.00201114762987e-12,5.07611297990233e-12
"YDL244W",2.66609505723229,3.65882426406142,1.04425534691801e-12,5.2855935737501e-12
"YGR007W",0.603215205860877,7.0574980335684,1.053679580799e-12,5.32873682016043e-12
"YGR260W",0.337755686352294,8.51136416051938,1.07542716415021e-12,5.43407560228588e-12
"YPR122W",0.848669491922843,6.04143497509771,1.09133339806732e-12,5.50974378529379e-12
"YGL156W",0.800355871087722,6.09135563615111,1.11897622013398e-12,5.64448618459741e-12
"YDR381C-A",1.25386495328387,5.26943672489676,1.13279458404539e-12,5.70932329965637e-12
"YLR191W",1.00464540406301,5.55112856433978,1.15590453751724e-12,5.82084012637407e-12
"YBR156C",1.40883623322073,4.8750054278082,1.16608126608545e-12,5.86709426141804e-12
"YBR150C",0.753888393916033,6.29661878069622,1.18362226570392e-12,5.95029137312666e-12
"YDL065C",0.814746348238111,6.14222171167009,1.20885926559041e-12,6.07200362860649e-12
"YJR068W",0.710427798281747,6.475048681338,1.21545713746806e-12,6.09996597319638e-12
"YIL107C",0.777215145391767,6.50874985595246,1.22354671059705e-12,6.13497594433519e-12
"YOR349W",1.17690936701615,5.22567268032665,1.22450677543685e-12,6.13497594433519e-12
"YJR089W",1.02683201015095,5.7425534335096,1.22990513859895e-12,6.15680939516919e-12
"YBR257W",1.51859512086001,4.74005594362023,1.24071839317055e-12,6.2056895455538e-12
"YIL088C",0.48268757427272,7.58567525068517,1.30031236364648e-12,6.49826710785156e-12
"YKL192C",0.529619734991636,7.38739302210187,1.31219920632781e-12,6.55213730281996e-12
"YLL055W",1.00440852075665,5.49448868202277,1.348579638709e-12,6.72811612330621e-12
"YDR374W-A",1.91020361560017,4.31952179857668,1.40063295127927e-12,6.98192516657074e-12
"YKL149C",1.17733545130037,5.18085127173241,1.42929880553741e-12,7.11882241781553e-12
"YJL082W",-0.497369006574525,7.40674441812456,1.44244439945519e-12,7.17825358416849e-12
"YDR524C-B",0.112595843646769,11.6316453519885,1.45863610538496e-12,7.25273095425446e-12
"YBR132C",0.759243823829531,6.35148748473369,1.46972074455491e-12,7.3017108694638e-12
"YDR363W-A",0.738382234692548,6.52020918704224,1.48088305203294e-12,7.35099414335481e-12
"YLR082C",1.39702750230881,4.79682897674897,1.49442765306154e-12,7.41201041338233e-12
"YLR220W",0.521958841209745,7.3797538793992,1.51537855338024e-12,7.50962721972433e-12
"YJR054W",1.08052713874669,5.3535431676377,1.52272378510864e-12,7.53971266651702e-12
"YHR198C",1.16734869186273,5.54078961144223,1.52572281106057e-12,7.54824571324864e-12
"YLR154C",1.17934606802294,5.13424446742929,1.56829992649435e-12,7.75240657064919e-12
"YBR221C",0.298194039656229,8.8005231482982,1.5743263364497e-12,7.77570027777369e-12
"YGL014W",0.503028745429542,7.32472025756822,1.58913403218608e-12,7.8422902989533e-12
"YDL058W",0.700424628791237,6.63700320403258,1.6949397543027e-12,8.35746543850758e-12
"YOR044W",1.57549580405967,4.73083803678196,1.69719749414715e-12,8.3616299524302e-12
"YJR086W",1.07450257743687,5.3621960095585,1.7168061939848e-12,8.44618803839994e-12
"YNL305C",0.517332881894737,7.31203502304007,1.71721551634192e-12,8.44618803839994e-12
"YLR299W",0.510097651319601,7.33116201409608,1.77398797536897e-12,8.71185067259742e-12
"YDR210W-A",3.27496148201622,3.63885832078546,1.77417273288489e-12,8.71185067259742e-12
"YLR273C",2.01851168026325,4.49234424499209,1.82327330847567e-12,8.94552915941173e-12
"YHL032C",0.441598992119786,7.7627619328667,1.84910867012489e-12,9.06476884931977e-12
"YMR155W",0.915708039136239,5.72950035231802,1.90748930219097e-12,9.33872809605753e-12
"YBL017C",0.359335445115727,8.24211583169446,1.90814978335872e-12,9.33872809605753e-12
